พ.ศ.,เม.ย.,พ.ค.,มิ.ย.,ก.ค.,ส.ค.,ก.ย.,ต.ค.,พ.ย.,ธ.ค.,ม.ค.,ก.พ.,มี.ค.,"รวม
(ล้าน ลบ.ม.)",station_id,station_name,source_file
2538,35.83,42.61,119.94,736.64,"2,078.82","1,349.69",449.61,258.13,117.64,67.23,40.99,28.40,"5,325.52",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2539,43.72,59.82,159.08,591.80,"1,016.66",563.64,416.88,155.29,83.46,57.26,31.15,27.03,"3,205.79",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2540,36.05,56.50,30.83,292.59,640.05,750.85,353.23,124.93,61.37,43.06,25.06,17.12,"2,431.64",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2541,34.66,34.64,75.48,316.37,379.51,605.79,144.36,74.52,46.82,29.71,18.42,15.93,"1,776.21",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2542,25.71,107.56,314.12,322.34,"1,059.07","1,265.01",408.41,158.27,73.81,48.53,32.77,26.62,"3,842.23",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2543,28.36,164.20,247.96,814.01,544.57,767.70,291.81,133.02,75.44,48.66,21.42,36.83,"3,173.96",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2544,28.18,89.15,142.93,644.59,"1,432.85",923.37,359.33,167.90,85.53,59.98,34.32,23.25,"3,991.38",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2545,24.57,302.28,466.29,643.59,"1,035.55",944.14,290.68,173.37,127.30,81.07,38.62,52.86,"4,180.32",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2546,36.84,32.66,78.73,469.46,695.96,801.34,201.26,82.82,45.06,34.67,20.46,13.46,"2,512.71",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2547,28.26,68.63,242.35,680.08,919.32,"1,382.08",283.93,110.82,70.20,47.78,24.32,19.05,"3,876.83",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2548,17.17,26.63,147.31,353.90,"1,015.09",849.93,435.32,149.74,76.74,66.17,39.02,20.94,"3,197.97",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2549,45.73,94.19,88.76,440.72,"1,733.39",808.39,442.98,152.43,85.63,54.01,29.84,21.92,"3,998.00",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2550,21.20,94.18,169.34,195.16,659.66,688.98,579.62,140.61,49.90,19.87,39.01,8.12,"2,665.66",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2551,47.08,134.94,475.62,"1,197.54","1,712.82",740.98,394.67,204.06,94.39,49.76,21.59,12.57,"5,086.02",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2552,31.04,59.96,127.37,714.48,520.98,408.91,252.26,107.46,51.32,38.34,12.36,7.75,"2,332.26",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2553,9.48,42.15,47.62,482.61,"1,566.79","1,142.81",285.29,115.85,72.39,38.69,13.56,23.06,"3,840.29",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2554,45.49,240.68,737.23,"1,226.63","1,652.42","1,233.83",483.84,193.82,107.71,74.68,45.81,36.39,"6,078.52",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2555,57.25,117.60,102.89,340.03,766.54,612.60,230.94,149.73,107.80,61.02,46.39,27.50,"2,620.29",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2556,20.58,47.02,74.51,413.24,837.77,573.79,230.98,117.03,95.76,51.45,27.47,18.69,"2,508.30",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2557,21.99,49.09,54.84,347.38,724.61,732.05,250.95,162.26,73.89,71.36,33.06,25.22,"2,546.70",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2558,38.39,32.80,45.85,180.39,567.74,501.92,327.12,110.97,85.98,47.69,28.10,15.74,"1,982.69",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2559,22.92,69.91,102.68,375.91,"1,041.38",739.98,284.36,121.92,67.91,60.83,25.82,12.58,"2,926.20",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2560,28.71,60.56,75.52,668.52,671.58,675.42,397.81,148.63,88.14,64.59,32.76,23.45,"2,935.69",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2561,42.73,90.40,369.05,"1,068.02","1,152.89",788.53,315.05,130.83,73.48,56.04,25.38,15.70,"4,128.10",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2562,8.59,10.92,28.51,49.50,949.38,406.59,113.94,60.82,32.22,20.71,9.98,5.79,"1,696.94",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2563,9.04,9.54,95.89,133.66,"1,007.84",426.88,184.13,73.88,41.34,26.52,20.27,13.32,"2,042.32",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2564,50.56,35.78,225.14,283.73,412.55,297.35,183.80,90.01,38.94,27.74,22.20,30.70,"1,698.50",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2565,33.27,117.32,111.54,474.28,831.66,498.53,362.82,119.06,66.60,38.25,21.41,13.61,"2,688.38",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2566,6.34,22.73,63.54,218.00,768.05,559.70,308.75,153.21,73.68,40.70,21.06,11.09,"2,214.71",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2567,8.21,57.23,268.34,423.23,"1,798.71",965.09,418.86,139.63,,,,,"4,079.28",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
ค่าเฉลี่ย,30.65,80.22,176.50,509.93,"1,015.38",766.32,322.49,136.89,76.41,49.34,28.84,22.14,"3,214.05",N.1,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี N.1 หน้าส้านักงานป่าไม้ อ.เมือง จ.น่าน,trend_N.1.pdf
2537,477.92,420.07,302.19,608.29,"1,649.49","1,715.62",937.09,"1,049.35",839.87,490.37,438.03,586.10,"9,514.39",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2538,545.10,583.14,701.84,460.93,482.71,"1,179.48",705.38,507.00,336.83,368.80,414.06,615.76,"6,901.01",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2539,548.16,504.56,699.20,875.16,"1,003.50","1,274.72","1,259.29",715.30,420.34,283.10,386.88,468.37,"8,438.60",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2540,450.21,491.60,445.15,575.40,"2,441.44","1,404.67","1,040.47",420.65,494.93,468.80,492.01,739.93,"9,465.27",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2541,747.60,816.40,581.01,449.25,522.63,395.87,329.74,274.62,171.23,226.93,237.75,312.40,"5,065.42",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2542,260.64,211.32,230.26,313.36,838.01,620.49,679.42,494.76,309.91,321.72,467.36,632.66,"5,379.90",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2543,576.48,691.71,725.97,585.26,655.87,959.58,590.46,427.71,387.52,267.64,378.93,616.10,"6,863.23",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2544,722.56,554.85,419.95,548.55,949.73,996.25,526.71,299.48,343.73,369.83,476.73,717.91,"6,926.28",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2545,706.62,774.86,572.94,708.75,"1,413.84","1,984.75","1,148.88",625.99,417.72,549.63,541.63,631.63,"10,077.24",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2546,,,,,,,,,,,,,,K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2547,,,,,,,,,,,,,,K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2548,,,,,,,,,,,,,,K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2549,699.43,654.38,889.07,"1,485.01","1,871.99","1,431.37",471.70,460.18,289.27,310.63,460.23,668.66,"9,691.92",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2550,810.28,836.81,544.97,533.78,731.89,601.59,587.68,531.44,421.00,372.91,495.62,714.76,"7,182.72",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2551,750.47,678.96,542.15,666.96,962.38,869.48,800.76,600.17,307.72,379.62,533.83,664.08,"7,756.58",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2552,646.64,536.76,400.21,630.18,"1,389.07",886.72,956.62,622.45,681.30,454.65,562.16,999.30,"8,766.07",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2553,899.01,783.08,290.89,163.11,181.06,211.86,184.80,340.61,250.44,218.00,438.04,301.16,"4,262.08",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2554,309.16,260.91,246.20,479.66,"1,260.92",987.57,723.90,484.92,534.42,438.93,563.68,728.80,"7,019.08",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2555,891.83,702.03,486.47,818.29,"1,702.53","1,378.97",883.85,616.11,420.98,360.28,630.40,590.15,"9,481.90",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2556,969.45,751.20,414.31,486.57,904.60,"1,055.77",785.53,397.14,311.53,600.39,599.11,683.78,"7,959.39",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2557,682.91,637.69,548.80,557.86,637.56,383.79,402.86,337.74,208.96,243.00,212.22,332.63,"5,186.01",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2558,357.31,374.09,436.38,636.44,656.55,460.65,475.01,414.61,285.73,289.78,282.36,325.49,"4,994.40",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2559,331.71,345.07,317.66,322.55,408.97,338.12,296.55,228.07,223.05,348.38,330.32,442.83,"3,933.27",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2560,427.50,400.33,266.12,402.66,492.58,484.97,397.99,370.05,299.74,332.06,423.68,614.98,"4,912.65",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2561,564.78,444.84,518.24,870.32,"2,022.06","2,054.50",797.15,525.38,414.70,392.37,490.22,639.10,"9,733.67",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2562,639.52,571.67,475.89,422.87,625.85,"1,036.18",687.34,528.63,471.50,491.14,577.24,633.06,"7,160.88",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2563,590.84,562.88,377.42,422.07,455.53,406.07,381.79,290.17,281.33,308.00,285.04,309.99,"4,671.14",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2564,277.71,284.17,328.63,569.32,713.36,685.64,615.82,377.71,359.16,349.31,469.42,745.87,"5,776.13",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2565,777.44,782.81,673.87,566.89,649.03,555.87,605.14,403.64,359.77,346.71,394.62,494.55,"6,610.34",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2566,416.01,330.19,280.31,344.12,596.80,644.79,639.61,497.97,440.42,541.64,664.23,685.34,"6,081.42",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2567,616.87,631.82,593.37,"1,001.78","1,107.84","1,019.73",780.83,545.43,,,,,"6,297.67",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
ค่าเฉลี่ย,595.46,555.05,470.97,574.21,971.11,926.12,663.39,475.62,380.86,374.99,453.55,588.72,"7,030.04",K.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี K.10 บ้านลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี,trend_K.10.pdf
2537,50.66,63.03,130.62,226.75,736.55,713.12,308.40,124.26,92.50,62.09,45.41,43.50,"2,596.90",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2538,28.81,92.01,81.20,199.39,572.64,607.89,311.56,148.00,99.43,65.96,52.87,42.91,"2,302.67",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2539,42.05,58.85,120.32,154.62,437.92,331.12,224.28,128.29,83.87,59.31,40.60,34.54,"1,715.77",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2540,26.07,29.33,25.75,151.53,255.31,384.14,270.23,123.17,88.79,60.83,33.79,26.65,"1,475.59",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2541,18.63,21.43,24.57,51.66,141.11,215.07,67.91,46.31,21.14,20.57,17.31,16.79,662.51,Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2542,15.63,63.52,82.74,76.85,294.62,362.89,208.09,142.79,73.01,44.80,28.72,29.60,"1,423.25",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2543,40.26,114.87,142.34,293.99,254.31,383.29,257.69,138.18,83.80,57.21,31.90,37.53,"1,835.36",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2544,19.84,66.00,67.76,176.56,470.19,233.44,198.87,162.27,87.80,55.86,31.73,24.25,"1,594.56",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2545,19.26,59.63,120.78,160.01,434.50,531.13,254.60,186.76,98.48,85.03,46.76,35.28,"2,032.20",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2546,29.36,36.12,58.18,149.29,268.51,420.13,172.39,78.88,47.84,37.86,25.93,22.17,"1,346.66",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2547,4.67,95.35,160.45,259.56,418.73,684.24,304.65,125.91,80.43,57.07,32.81,25.08,"2,248.93",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2548,14.83,19.83,50.28,184.27,463.46,735.56,0.00,292.99,159.78,97.92,69.55,60.02,"2,148.49",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2549,76.80,88.76,115.60,346.16,623.78,728.53,417.28,165.70,97.63,74.80,55.98,51.81,"2,842.83",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2550,42.38,74.15,113.23,134.70,260.43,320.20,192.24,104.02,70.19,60.17,52.53,41.46,"1,465.71",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2551,39.11,90.67,103.51,189.98,375.78,405.13,284.73,207.02,94.87,74.87,42.56,33.95,"1,942.18",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2552,31.34,50.77,152.82,77.43,124.55,238.83,177.82,73.08,43.85,34.56,24.60,22.14,"1,051.77",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2553,18.02,17.54,27.10,86.22,254.40,401.70,219.52,98.63,61.51,45.32,28.32,31.58,"1,289.85",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2554,58.15,113.93,146.50,288.66,741.04,805.38,455.75,184.11,94.63,67.44,45.63,39.46,"3,040.67",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2555,37.20,53.51,56.83,132.29,301.24,384.62,190.23,113.46,73.81,50.36,38.76,38.49,"1,470.79",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2556,21.98,27.64,29.26,63.27,302.80,408.04,270.50,138.10,89.55,54.41,35.39,30.11,"1,471.05",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2557,25.07,30.31,70.23,126.67,294.90,307.54,151.81,117.69,61.68,45.76,28.41,25.23,"1,285.29",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2558,28.05,33.15,33.59,86.25,320.49,130.20,147.45,105.03,52.95,32.14,18.61,13.70,"1,001.61",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2559,14.59,23.39,55.98,112.74,211.85,331.68,140.06,112.73,53.17,41.42,26.21,23.42,"1,147.23",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2560,18.24,35.69,55.19,162.75,218.28,333.17,307.34,155.05,87.09,64.79,37.69,31.98,"1,507.25",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2561,24.48,43.16,66.51,143.34,268.98,273.71,216.75,102.97,65.07,50.70,29.97,25.84,"1,311.48",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2562,16.56,21.28,30.55,44.54,316.76,267.75,146.06,83.48,49.03,37.57,27.82,24.02,"1,065.40",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2563,25.23,27.31,39.15,109.41,427.99,219.03,126.58,76.15,47.71,37.08,31.09,24.09,"1,190.81",Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
2564,32.09,39.50,41.90,87.98,154.57,158.17,128.47,90.03,42.72,32.18,22.05,20.59,850.25,Sw.5A,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี SW.5A บ้านท่าโป่งแดง อ.เมือง จ.แม่ฮ่องสอน,trend_Sw.5A.pdf
