พ.ศ.,เม.ย.,พ.ค.,มิ.ย.,ก.ค.,ส.ค.,ก.ย.,ต.ค.,พ.ย.,ธ.ค.,ม.ค.,ก.พ.,มี.ค.,"รวม
(ล้าน ลบ.ม.)",station_id,station_name,source_file
2557,567.95,966.88,"1,083.78","1,034.73","1,864.21","2,634.85","1,537.87","1,159.49",413.11,459.98,399.99,454.97,"12,577.81",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2558,509.10,951.78,728.25,523.41,862.88,817.42,"1,081.94",395.56,373.63,368.82,360.67,350.40,"7,323.85",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2559,382.58,420.25,420.80,"1,126.78","1,375.37","3,141.52","5,290.79","2,342.65",730.05,723.01,683.60,724.26,"17,361.65",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2560,601.03,"1,794.27","2,162.78","3,080.33","4,590.92","4,686.34","7,070.03","4,821.10","1,266.21","1,245.11","1,106.82","1,134.98","33,559.93",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2561,"1,240.01","1,462.41","1,540.37","1,860.92","2,480.03","2,526.70","1,701.96","1,238.39","1,143.71","1,150.57","1,024.67",909.27,"18,279.01",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2562,735.44,"1,044.28","1,074.36",893.38,"1,020.04","2,844.61","1,061.48",567.01,408.59,450.18,337.84,352.94,"10,790.13",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2563,393.78,413.18,350.27,376.49,712.58,"1,153.34","1,988.38",760.53,362.69,400.12,354.17,426.12,"7,691.65",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2564,503.44,422.53,469.74,710.16,582.21,"3,886.43","6,533.38","3,660.28",761.56,755.28,668.97,695.02,"19,648.98",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2565,623.91,"1,125.70",970.42,"1,569.58","3,404.89","4,691.63","7,380.86","2,482.17","1,110.88","1,099.80",991.07,"1,020.80","26,471.71",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2566,878.52,957.31,825.64,838.08,727.83,"1,799.45","4,944.33","3,226.78",817.78,782.27,745.98,790.99,"17,334.95",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2567,753.06,959.30,"1,066.78","1,841.88","2,747.17","3,753.30","5,266.08","2,244.41",,,,,"18,631.99",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
ค่าเฉลี่ย,914.15,"1,272.32","1,418.49","1,467.98","2,077.39","3,650.24","4,933.31","2,785.27","1,138.97",927.37,966.33,"1,047.17","22,598.99",C.2,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี C.2 ค่ายจิรประวัติ อ.เมือง จ.นครสวรรค์,trend_C.2.pdf
2537,0.90,17.94,108.80,218.76,262.49,244.07,69.56,32.82,30.66,2.74,0.51,0.52,989.78,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2538,0.83,3.41,34.72,104.83,196.52,243.32,81.88,37.41,17.66,1.73,1.27,0.74,724.33,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2539,1.05,17.45,46.28,60.07,148.14,195.25,120.07,73.32,34.29,29.56,4.99,0.98,731.46,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2540,2.22,4.39,19.69,72.70,141.79,131.03,70.96,33.98,24.18,11.54,2.37,1.93,516.80,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2541,1.72,9.33,69.29,132.77,148.26,117.89,98.15,48.44,26.26,3.15,1.94,1.87,659.07,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2542,8.91,48.45,184.63,163.75,169.17,238.69,86.26,56.31,33.93,25.48,3.86,0.96,"1,020.39",Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2543,7.79,85.65,197.30,241.18,224.41,203.22,128.16,38.48,20.38,1.83,0.42,0.43,"1,149.25",Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2544,3.36,23.26,70.98,194.04,152.09,184.07,112.95,46.77,35.48,10.44,3.35,3.34,840.13,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2545,0.56,40.43,63.29,144.54,118.20,257.08,61.05,38.25,34.10,12.01,0.95,4.65,775.12,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2546,2.31,12.43,44.18,138.88,139.30,171.53,70.97,25.03,8.03,1.19,2.28,0.86,616.98,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2547,1.24,19.54,86.17,93.77,391.49,138.54,26.74,5.94,2.91,2.27,1.41,0.24,770.27,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2548,0.68,2.84,25.73,33.35,40.69,119.21,57.55,70.53,30.43,26.85,26.22,42.23,476.32,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2549,61.08,44.98,57.01,172.32,121.20,105.76,101.51,56.12,32.13,25.48,29.36,17.53,824.48,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2550,18.93,22.32,32.50,42.88,68.85,115.82,64.72,16.44,20.25,34.97,28.46,34.90,501.04,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2551,22.59,76.62,72.80,58.23,93.10,158.80,60.73,53.61,46.67,46.76,37.95,46.78,774.64,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2552,29.14,31.09,44.19,70.52,53.57,98.19,36.94,23.03,16.87,33.39,30.73,30.53,498.19,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2553,28.89,15.77,13.86,29.32,94.31,74.67,71.96,25.93,21.37,37.38,34.86,84.08,532.39,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2554,30.40,40.85,101.86,220.84,238.62,279.73,124.65,22.62,37.02,42.36,34.44,26.65,"1,200.03",Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2555,30.01,20.03,34.97,58.31,94.82,90.62,48.19,27.85,38.03,41.53,28.96,26.25,539.59,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2556,23.14,33.16,49.96,71.96,92.01,189.66,97.51,47.62,43.06,75.44,29.04,26.90,779.46,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2557,10.38,4.60,13.33,47.82,78.36,89.47,70.87,52.54,41.96,51.45,27.18,24.59,512.56,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2558,40.64,29.85,18.39,19.69,70.40,134.16,96.73,50.65,29.35,38.47,38.10,21.44,587.88,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2559,23.66,12.88,34.48,57.52,85.42,102.64,82.06,47.62,27.01,72.29,54.59,52.67,652.82,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2560,51.30,51.53,60.45,102.32,116.22,83.96,93.87,30.90,44.33,65.72,57.21,66.70,824.52,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2561,46.49,49.72,53.06,67.42,209.91,165.80,58.51,33.68,42.91,44.63,33.64,31.24,837.01,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2562,37.04,16.16,14.76,35.48,71.17,72.77,37.31,27.35,33.00,31.37,24.70,26.31,427.41,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2563,20.39,12.69,16.35,25.40,46.88,102.88,85.56,26.76,31.29,43.00,38.44,43.18,492.83,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2564,33.37,25.64,25.14,51.08,83.53,77.27,109.66,36.34,17.70,28.52,18.28,30.35,536.89,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2565,37.90,38.05,49.20,48.63,158.60,141.45,102.65,17.38,11.78,51.77,24.19,18.69,700.27,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2566,14.92,7.74,29.63,18.27,143.85,120.68,95.48,25.87,27.67,37.67,17.25,18.55,557.59,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2567,20.81,7.04,17.87,68.33,204.61,126.24,30.02,19.41,,,,,494.32,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
ค่าเฉลี่ย,19.73,27.29,55.77,93.22,135.11,148.27,80.77,37.65,28.69,31.03,21.23,22.87,701.65,Ny.1B,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี NY.1B บ้านเขานางบวช อ.เมือง จ.นครนายก,trend_Ny.1B.pdf
2537,8.41,20.89,34.21,46.98,96.36,110.09,91.74,55.56,46.70,26.03,14.31,8.19,559.48,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2538,4.28,13.19,14.50,41.61,123.40,126.53,50.71,41.14,27.43,18.88,14.72,9.23,485.63,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2539,9.45,13.17,14.71,39.16,58.45,76.64,52.85,35.71,24.98,18.75,10.60,10.76,365.22,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2540,8.98,13.77,10.34,31.63,72.29,80.06,70.57,37.31,17.21,9.64,4.98,5.05,361.84,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2541,8.34,11.44,12.97,32.70,57.00,63.50,34.31,27.31,18.56,17.29,10.23,8.01,301.66,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2542,9.31,23.10,29.63,29.43,59.12,85.34,52.39,47.42,31.40,22.66,14.57,12.12,416.48,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2543,9.60,17.45,33.21,36.76,41.64,60.84,42.29,24.82,19.03,9.99,5.24,8.11,308.96,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2544,5.69,28.49,18.62,44.41,94.84,72.09,61.61,38.38,27.49,16.55,8.59,5.35,422.09,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2545,6.46,31.02,17.41,35.33,90.69,73.83,47.87,54.65,34.92,26.36,13.38,8.78,440.71,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2546,6.53,6.49,7.76,37.78,54.41,73.43,33.10,20.01,14.23,8.14,3.86,2.71,268.45,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2547,5.76,32.12,26.23,42.92,71.86,111.08,69.55,40.19,31.73,19.20,5.88,11.00,467.53,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2548,3.12,4.05,13.42,17.07,46.09,52.50,46.66,35.27,28.58,15.70,6.21,3.34,272.00,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2549,3.64,4.47,18.08,21.68,65.00,119.37,103.02,42.74,25.04,12.73,5.52,1.76,423.05,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2550,2.96,18.93,21.29,25.03,39.28,89.90,97.56,41.75,23.92,13.07,8.05,5.06,386.79,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2551,14.01,17.28,28.84,33.19,63.03,58.81,42.16,33.91,19.83,10.64,4.65,4.30,330.65,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2552,5.61,15.40,21.90,32.40,54.25,45.20,31.73,21.08,13.39,4.16,1.86,2.14,249.11,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2553,2.87,2.82,2.26,16.57,66.78,65.63,42.97,27.54,18.05,8.42,3.66,4.12,261.68,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2554,4.79,16.97,28.88,40.77,118.75,115.56,63.63,42.44,28.38,14.16,7.37,5.50,487.20,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2555,12.30,7.75,11.42,45.02,66.81,73.09,70.05,46.12,30.98,12.71,8.19,4.12,388.55,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2556,3.75,5.48,9.14,52.92,78.53,106.50,72.25,46.94,40.32,23.50,9.81,5.81,454.94,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2557,2.36,3.68,2.70,42.29,61.23,108.80,54.59,48.03,28.93,16.13,4.72,2.19,375.65,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2558,14.42,12.12,8.72,21.51,34.98,25.22,22.95,15.15,6.37,4.91,2.28,2.27,170.93,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2559,1.52,2.33,8.38,43.19,44.97,50.99,25.47,29.23,13.74,6.73,2.72,1.65,230.91,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2560,4.00,7.34,9.21,45.47,78.65,100.52,72.29,47.39,23.15,14.65,5.42,3.33,411.42,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2561,5.63,14.15,23.31,47.12,85.00,83.65,69.87,41.55,26.37,17.59,8.52,4.73,427.48,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2562,4.11,6.45,6.21,5.57,19.69,8.40,3.24,2.51,1.92,2.10,1.43,1.22,62.84,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2563,0.56,0.84,2.30,2.89,26.04,25.91,7.10,2.63,1.24,1.51,2.39,1.00,74.42,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2564,2.08,1.70,7.96,14.92,49.55,36.21,36.68,34.96,16.68,8.95,3.45,1.44,214.57,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2565,3.43,10.26,11.13,62.04,85.46,91.87,83.99,39.15,22.79,10.25,6.36,5.93,432.67,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2566,3.55,11.35,7.46,7.56,23.41,31.96,68.19,34.88,15.32,6.40,4.63,4.08,210.06,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2567,4.46,5.02,19.05,22.00,143.75,171.32,115.16,62.74,,,,,543.50,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
ค่าเฉลี่ย,5.92,12.48,15.41,33.20,64.25,74.12,54.05,35.19,22.62,13.26,6.79,5.11,342.10,Kh.72,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี Kh.72 บ้านแม่ค้าหลักเจ็ด อ.แม่จัน จ.เชียงราย,trend_Kh.72.pdf
2537,9.99,19.90,8.64,8.14,106.14,127.46,62.85,16.71,9.78,12.73,5.35,5.78,393.48,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2538,13.73,10.85,10.82,22.80,36.52,166.34,354.36,55.66,32.88,9.43,7.32,15.35,736.05,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2539,3.15,43.63,32.74,59.13,143.66,280.65,572.83,383.36,57.75,24.35,22.37,25.39,"1,649.00",B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2540,28.71,23.48,21.50,25.97,29.17,97.53,65.40,252.82,24.75,27.15,18.45,19.94,634.87,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2541,18.77,22.05,36.40,32.58,24.25,34.74,84.39,12.62,10.94,10.26,10.39,10.03,307.42,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2542,8.42,54.77,9.37,7.49,9.28,7.56,245.29,110.35,19.74,12.56,9.80,9.29,503.92,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2543,11.05,31.12,50.78,113.76,49.99,32.88,93.93,37.40,23.01,18.50,10.87,59.00,532.28,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2544,13.69,17.71,25.51,17.98,43.10,61.96,226.49,79.57,29.53,26.70,20.84,25.34,588.41,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2545,19.45,18.72,21.85,23.08,79.85,155.63,129.09,21.94,18.91,18.20,13.00,18.52,538.24,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2546,12.10,20.09,12.96,27.25,36.69,11.87,672.67,99.32,24.42,19.25,15.47,14.06,966.13,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2547,18.93,18.45,94.54,117.62,105.05,74.00,34.91,9.29,11.54,10.35,13.85,13.14,521.66,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2548,11.48,12.32,9.63,9.12,12.10,8.70,112.02,31.11,14.22,8.54,8.35,5.49,243.08,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2549,15.18,27.93,55.63,252.07,211.11,220.37,145.69,22.15,10.76,8.75,7.79,12.11,989.53,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2550,21.47,60.20,42.98,118.13,165.49,125.42,168.14,31.57,16.78,17.85,16.41,21.19,805.62,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2551,15.69,20.90,26.84,24.77,47.70,31.43,39.76,9.14,7.49,8.72,8.51,11.53,252.49,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
2552,13.48,23.58,21.80,27.98,74.61,56.18,43.12,17.91,15.33,16.91,10.50,21.02,342.41,B.10,ข้อมูลปริมาณน ้าท่าย้อนหลัง 30 ปี สถานี B.10 ตลาดท่ายาง อ.ท่ายาง จ.เพชรบุรี,trend_B.10.pdf
