date,nonglu_price,hommali_price,agri_prod_index,crops_prod_index,paddy_prod_index,nonglu_prod_index,hommali_prod_index,agri_price_index,crops_price_index,paddy_price_index,nonglu_price_index,hommali_price_index,agri_export_value,rice_export_value,rice_export_amount,inflation,cpi_rice,pol_rate,neer,reer,sirikit_water,bhumibol_water,fertilizer_1,fertilizer_2,fertilizer_3,fertilizer_4,fertilizer_5,fertilizer_6,water_station_B10,water_station_C13,water_station_C2,water_station_G8,water_station_K10,water_station_K11A,water_station_Kgt3,water_station_Kh103,water_station_Kh58A,water_station_Kh72,water_station_M6A,water_station_M7,water_station_N1,water_station_N67,water_station_Ny1B,water_station_P1,water_station_P17,water_station_S4B,water_station_Sw5A,water_station_Y17,water_station_Y1C
2017-03-01,7477.594813060129,9259.599768510005,132.7018354368879,130.46602371837977,85.97709388211481,160.21009684807836,0.0,144.5349945065614,152.10394033252862,122.91941187113373,112.37743933063014,120.50232862175471,1589.02,408.97,959715.52,97.74,-0.63,1.5,108.97,102.1,52.0,14.0,8332.41435185185,11490.434852557837,13506.197305206744,14059.488966318235,17123.46020923521,18422.85637973138,27.72,183.17,724.26,1.34,442.83,117.51,56.55,1.94,39.36,1.65,0.0,160.36,12.58,653.85,52.67,60.98,156.82,0.0,23.42,0.0,3.39
2017-04-01,7551.11481122213,9091.619772709504,97.91309253714152,83.75620306109258,82.22477660866856,153.21801225159498,0.0,141.42414713037638,148.37217254326575,122.013003698007,113.48233861169416,118.31627510304091,1354.15,384.46,938158.44,97.9,0.45,1.5,109.61,102.69,129.0,15.0,8343.578929539295,11495.227033852034,13343.31496167438,14070.77592063492,16975.925467670124,18387.998708010335,18.75,181.44,601.03,2.85,427.5,173.9,47.59,2.65,40.59,4.0,0.0,229.48,28.71,387.74,51.3,82.99,437.4,0.0,18.24,0.0,35.64
2017-05-01,7663.821846723563,9136.779817264403,98.52340851792843,83.88045556458593,42.60309915057615,79.38680330717644,0.0,136.64149862225668,140.51122225605172,122.85216660033781,115.17616240943136,118.90397766746861,1445.71,340.3,757799.34,98.04,-0.67,1.5,109.48,102.55,210.0,431.0,8265.824864498645,11416.403772522524,13421.518131166315,13861.94715833994,17090.92260867621,18415.3018707483,30.14,908.38,1794.27,36.53,400.33,256.44,94.75,10.36,321.08,7.34,37.61,546.0,60.56,1055.06,51.53,88.78,660.83,74.62,35.69,243.11,82.16
2017-06-01,8195.357295116066,9438.169764045753,94.53036631064661,76.53358368172587,10.984124249116691,20.467865687053454,0.0,131.6209215053068,133.64214214178907,127.76521604403787,123.16437173303375,122.82619799213643,1279.01,439.03,1039276.13,98.06,-0.07,1.5,110.3,103.3,209.0,389.0,8279.249465811967,11833.853862315435,13332.932715653209,14079.428412698413,17045.326597880696,18398.52794117647,20.78,1634.58,2162.78,17.7,266.12,235.7,319.73,11.04,172.09,9.21,502.86,2161.9,75.52,1244.0,60.45,49.52,431.03,45.39,55.19,382.96,78.45
2017-07-01,8084.357838312843,10094.851798102962,95.78344372006474,78.46000552963933,11.013746440782885,20.523063809965127,0.0,127.17139098904642,128.2116541677499,129.50912061315532,121.49621037440401,131.37210885721234,1401.89,448.5,987018.67,97.93,-0.61,1.5,110.89,103.75,1163.0,622.0,8199.638701201202,11388.645930422234,13241.370169543481,14075.963870614034,16863.9343374878,18345.701717292042,16.5,2966.15,3080.33,181.89,402.66,251.35,712.37,79.91,378.43,45.47,414.97,2739.23,668.52,1753.22,102.32,186.54,656.08,133.11,162.75,456.55,558.89
2017-08-01,7776.262305593443,10476.684738082882,121.88357093441317,114.58042755979798,66.57551647094728,124.05711172496474,0.0,127.89329318360475,128.74994053507558,128.43137101697226,116.86597994579866,136.34119602753992,1489.54,444.87,985942.35,98.04,-0.54,1.5,111.37,104.19,1102.0,792.0,8107.612179487181,10949.318010841722,13341.882071020378,14024.139928698753,17019.954842271763,18253.01272885966,19.2,4063.75,4590.92,81.88,492.58,212.97,718.17,111.76,247.03,78.65,975.7,7028.08,671.58,2981.76,116.22,147.17,597.11,220.64,218.28,685.22,401.76
2017-09-01,7631.969809200754,11341.582216460445,126.86264135051049,119.70838862423801,86.82260694998783,158.2960184545347,3.299438451915107,132.0700701780811,134.8981510105978,129.4532705683179,114.69747233544867,147.59677540128544,1317.86,388.28,863347.47,98.61,0.36,1.5,111.18,104.47,1167.0,1142.0,8317.916666666666,11082.551907379115,13147.090175371224,13884.007320261437,16830.812598478522,18327.525319185646,22.68,4050.78,4686.34,131.03,484.97,221.81,460.68,73.55,233.98,100.52,872.1,6470.5,675.42,2927.74,83.96,233.19,693.06,280.23,333.17,825.3,673.69
2017-10-01,7357.567852848641,11530.747769385045,131.05760094098923,126.558120132701,90.02741062948616,108.36779938890233,70.85941502731076,124.39957512782813,127.60475324100608,124.96051246814581,110.57360764725942,150.05853294937697,1268.63,363.42,754092.86,98.76,0.01,1.5,111.98,105.21,885.0,2373.0,8164.632936507936,11145.407222455233,13037.346154586026,13919.008273133815,16797.838431862972,18072.138453500524,56.58,6076.93,7070.03,273.14,397.99,469.0,838.16,101.26,687.86,72.29,1330.72,6780.02,397.81,3676.74,93.87,348.94,1839.77,416.01,307.34,1357.15,729.59
2017-11-01,8028.139799296504,11039.81472400463,298.4257872030571,352.1788067453132,655.2476125746243,171.1294929557128,1499.5699471143726,124.06965535553331,127.3891749551306,128.44472143214585,120.65133452504514,143.66964178294708,1677.79,679.91,1493823.4,98.83,1.05,1.5,113.12,106.08,267.0,510.0,7946.681034482758,10942.468785072952,13168.727272727272,14125.36923076923,16738.99134628503,18047.188752276867,88.98,3974.19,4821.1,98.15,370.05,366.37,70.57,2.86,70.81,47.39,716.76,4344.45,148.63,2553.22,30.9,159.31,208.2,45.5,155.05,783.3,139.2
2017-12-01,8223.03479442413,12302.83438485828,165.98859894266943,172.96148178235438,97.28423336347821,128.7873103151509,41.19435698988959,123.76271917937842,127.38581083811916,136.22290013095827,123.58032453297459,160.10629282973574,1544.9,549.81,1156219.16,98.75,-0.59,1.5,113.47,106.06,208.0,202.0,8195.277777777777,11200.65028302988,13351.429065452092,14042.31798245614,17006.88752276491,18264.85290280496,18.05,449.61,1266.21,56.09,299.74,283.98,39.73,2.6,32.29,23.15,37.95,1055.46,88.14,805.32,44.33,89.73,330.92,20.82,87.09,98.37,42.23
2018-01-01,7804.0,13358.899666027508,149.3783925869974,154.6772846810901,24.04786467583695,41.15350113620067,3.731149615772008,125.47655745525198,130.52462055858516,138.04085288372303,117.28283739104299,173.84968657665118,1425.68,477.54,972058.63,98.82,0.18,1.5,114.14,106.07,178.0,130.0,8362.183641975309,11309.572294607113,13143.393627622378,13883.996570991198,16941.517654105155,18286.604575163397,9.42,318.02,1245.11,15.26,332.06,300.24,53.57,2.75,22.84,14.65,0.0,225.42,64.59,769.68,65.72,37.72,472.82,8.78,64.79,47.04,23.09
2018-02-01,7609.417309764567,14474.962138125946,145.21004968456324,144.56737753312757,37.83951538508634,70.51032025856976,0.0,126.54596847418787,131.89219629184416,142.22148056339276,114.35854087412936,188.37387014153703,1358.58,472.93,953029.52,98.6,0.0,1.5,114.75,106.23,114.0,34.0,8529.214743589742,11582.36022957075,13142.973447301967,13901.599209039548,16966.233943934487,18334.198343079923,7.87,261.9,1106.82,5.59,423.68,258.13,38.85,2.83,23.36,5.42,0.0,204.42,32.76,593.78,57.21,47.33,514.77,0.0,37.69,19.41,7.89
2018-03-01,7635.469847290602,15106.227697875445,149.25382796844428,151.70602566179966,93.46695725526541,174.16674137059053,0.0,131.80890909597,140.49464341301095,144.40257995895055,114.75007284776981,196.58901678180814,1325.02,448.8,882558.99,98.51,1.14,1.5,115.45,106.83,128.0,28.0,8628.316816816818,11612.928665375615,13210.656591880343,14010.813492063491,16985.37632475566,18276.23937416332,11.19,307.07,1134.98,6.09,614.98,422.04,34.73,2.6,16.31,3.33,0.0,236.82,23.45,655.07,66.7,48.54,469.37,0.0,31.98,6.51,12.03
2018-04-01,7837.5897387470095,15235.576158814127,120.6668567608638,113.75521882903479,101.82883886637373,189.7483085329404,0.0,128.82517104555572,135.30321131900905,145.3560776073604,117.78764260214923,198.27232827867851,1586.37,457.33,907738.06,98.95,1.38,1.5,115.84,107.59,180.0,23.0,8406.39880952381,11801.836737601714,13265.07417929293,14023.788596491228,16959.530923863033,18363.88564721663,20.28,415.76,1240.01,9.83,564.78,413.99,58.96,2.63,15.76,5.63,2.45,275.4,42.73,723.46,46.49,49.85,521.45,8.81,24.48,50.79,68.83
2018-05-01,8017.94479955138,15538.642111533945,109.09589508821401,95.00952988370224,52.486012436188446,97.80266761633841,0.0,131.24864021264318,138.30738389942474,147.91942026568708,120.49811841826542,202.21635976402482,1458.98,427.75,776336.33,99.5,0.12,1.5,115.37,107.4,265.0,290.0,8351.547619047618,11799.035252469876,13298.5091314262,13879.606376811595,16928.383181752615,18324.23611111111,38.23,419.52,1462.41,36.82,444.84,608.2,211.53,3.68,123.65,14.15,82.56,545.05,90.4,833.0,49.72,93.0,632.49,21.75,43.16,113.82,105.37
2018-06-01,7978.6798404264,15886.987682260245,101.71286459061619,83.22071336946223,17.99759730804535,33.53680239190396,0.0,130.8133355324302,137.37140535310618,150.37904736680534,119.90802284981066,206.74964991554373,1376.99,474.43,927772.27,99.42,0.88,1.5,114.53,106.42,605.0,597.0,8271.815476190477,11651.493593393787,13236.376485088986,13855.70955882353,16855.397101839157,18294.638814484126,45.3,445.22,1540.37,42.8,518.24,479.17,177.92,13.81,103.08,23.31,86.62,653.96,369.05,941.86,53.06,120.1,568.42,20.95,66.51,138.13,83.96
2018-07-01,7540.5648114858795,15990.774600230634,105.75386231880046,90.34792254211851,21.10664992607736,39.33022478558988,0.0,128.25277192071866,132.93383965618239,146.9088652571077,113.32378736828795,208.10030929700415,1330.75,427.29,838184.15,99.37,0.67,1.5,113.26,105.14,1639.0,657.0,8241.831896551725,11682.663151587996,13224.923760716407,13837.756361502346,16864.067067761487,18238.745335775333,58.17,731.24,1860.92,56.59,870.32,572.82,439.71,59.05,129.01,47.12,2.84,1573.52,1068.02,1119.8,67.42,94.59,534.31,73.17,143.34,280.45,369.22
2018-08-01,7492.593850148123,15349.607693007847,135.08458758089122,129.27682849261572,85.53399859194894,159.38443112544144,0.0,125.85794225779242,129.31456469573118,142.7103343754158,112.60285317325103,199.75630876921605,1557.99,498.49,1012065.77,99.63,0.14,1.5,115.15,106.98,1920.0,842.0,8242.341666666667,11767.847148548983,13185.996312260537,13876.535201149425,16852.143268913627,18292.3082010582,297.24,1239.32,2480.03,125.75,2022.06,1909.6,1238.26,38.42,106.87,85.0,0.77,3377.76,1152.89,1813.29,209.91,193.51,424.03,108.18,268.98,444.07,542.34
2018-09-01,7553.139811171503,15138.0,129.19596752036165,123.13752655683021,95.87779191294513,174.9317039767121,2.8375831319890907,126.29622536179365,130.3482444932733,142.2259146642622,113.51277143329581,197.00249430647426,1291.05,468.33,983838.33,99.92,0.66,1.5,117.28,109.11,1272.0,712.0,8250.13888888889,11891.381233036143,13173.317082627518,13881.824508856682,16977.0221394025,18396.333550347223,223.33,1588.07,2526.7,98.98,2054.5,2378.79,1241.52,48.09,197.17,83.65,17.27,3270.72,788.53,1756.52,165.8,157.65,376.25,160.77,273.71,524.42,537.61
2018-10-01,7641.317308967067,14865.0,130.73265293899746,125.60083565290992,82.41126929766652,109.53915897838384,49.72838161285347,125.86556621535104,131.14424428188633,141.65681847477396,114.83795174281737,193.44973430213636,1366.69,470.71,938225.6,99.98,0.3,1.5,117.32,108.96,494.0,1311.0,8455.0,12134.714285714286,13487.608686067018,14007.5,17311.25,18809.916666666668,140.14,500.0,1701.96,173.86,797.15,813.77,578.01,28.45,55.17,69.87,37.77,810.35,315.05,1014.37,58.51,278.98,452.45,65.1,216.75,582.7,216.87
2018-11-01,8004.431839911364,15279.952,297.6788474051614,348.8275173344694,634.7119462283491,172.4249021583064,1383.3606202656592,123.8759483844965,127.71935911146286,148.15844437283388,120.29503817119574,198.84982539854673,1367.39,527.53,1027814.07,99.76,-0.02,1.5,116.57,108.09,239.0,395.0,8592.046296296296,12635.7595219951,13769.1286261631,14196.075809889173,17403.42673992675,18959.761904761926,48.49,277.69,1238.39,92.49,525.38,290.16,88.65,2.08,15.13,41.55,105.02,110.68,130.83,729.54,33.68,105.5,412.75,15.98,102.97,126.46,72.25
2018-12-01,8042.38639858712,15244.046158531795,171.83871367811886,179.99470586308402,100.5222214957781,155.07330358788556,25.927489663782765,123.3276845818151,126.55462899863474,150.30710636351364,120.86544031540609,198.38255493154918,1349.34,524.52,1012554.54,99.1,0.12,1.75,117.17,108.04,166.0,150.0,8194.19312169312,12593.624471687996,13450.164683758434,13946.0,17073.57947263642,18558.59234350306,31.7,190.88,1143.71,46.25,414.7,316.79,43.87,0.6,8.47,26.37,2.14,103.38,73.48,617.41,42.91,75.3,507.7,5.02,65.07,2.44,22.65
2019-01-01,7744.527306386817,15145.0,154.95510190863814,159.32321717700702,25.380230628888185,44.220081558346926,3.84041652575188,124.06522122793386,125.15477332256333,145.8414916427222,116.38904878850042,197.09359071684196,1337.23,471.29,951750.43,99.08,0.51,1.75,119.11,109.39,133.0,111.0,8057.589285714285,12501.31418867638,13256.871405621408,14078.703196347033,16850.272439341566,18437.658257747542,29.35,200.53,1150.57,17.91,392.37,251.93,27.13,0.46,5.58,17.59,0.08,158.63,56.04,617.62,44.63,69.21,517.93,0.0,50.7,17.71,18.57
2019-02-01,7620.189809495254,15590.0625,145.98684589483014,144.10302675438504,39.5253055299493,73.65162906745256,0.0,126.84335332947971,127.27738552625699,147.50577123184817,114.52043597077329,202.8855330224487,1203.59,371.48,687572.14,99.32,0.38,1.75,121.02,111.26,85.0,34.0,8057.5,12422.754166666666,13276.879166666666,13964.25,16914.166666666668,18410.5125,15.92,193.36,1024.67,7.25,490.22,227.89,37.41,0.31,10.86,8.52,0.0,102.9,25.38,605.04,33.64,24.57,399.89,0.0,29.97,28.93,7.29
2019-03-01,7609.555847808882,15720.795685584084,146.3260602305342,147.0608895494923,91.40637851827007,170.32704984217304,0.0,129.30741801432595,131.65841340827885,148.46834765387314,114.36062290064447,204.58686501139675,1403.32,408.19,769868.75,99.73,0.17,1.75,119.68,110.3,82.0,23.0,8049.53621031746,12282.358660478081,13267.70912999038,13826.502344877345,16935.26249424891,18467.402447089946,17.09,185.99,909.27,5.73,639.1,268.29,42.71,0.42,11.14,4.73,0.0,13.87,15.7,508.01,31.24,32.68,399.92,0.0,25.84,7.88,5.38
2019-04-01,7836.839738772008,15646.162811794573,116.92045595856551,104.69474166683901,88.07519938483281,164.1197159176508,0.0,129.43240997962,131.31960517015986,150.96339485812894,117.77637118683512,203.61560974030454,1651.88,364.78,702926.72,100.17,-0.09,1.75,119.41,110.19,74.0,33.0,8066.783234126984,12265.54334963152,13147.01240079365,13824.4227994228,16824.439740023212,18547.566964285717,30.19,202.18,735.44,4.65,639.52,313.4,44.84,0.25,1.09,4.11,2.64,8.07,8.59,415.57,37.04,84.95,331.73,0.0,16.56,0.0,5.34
2019-05-01,7833.667843326642,15725.947685481047,107.66280362204319,87.82632256665235,43.27977859632004,80.64773077800228,0.0,133.29666318972107,135.84037423355227,152.8738088903256,117.72870218404934,204.65391196808642,1363.62,359.45,667275.95,100.64,0.72,1.75,120.52,111.4,90.0,70.0,8050.741567460317,12141.07656150067,13089.10642135642,13765.181096681097,16784.327175267717,18550.452008928572,33.07,216.35,1044.28,2.92,571.67,380.03,42.77,0.43,4.11,6.45,2.5,43.3,10.92,556.91,16.16,49.28,515.06,0.66,21.28,9.29,8.94
2019-06-01,7782.29480544263,15770.96710572582,101.10590136533702,83.51730639216895,17.10030838636159,31.864790248288504,0.0,138.80671200063676,143.1686906287864,153.83720719395993,116.95663969706388,205.23978447967662,1191.53,310.18,578158.62,100.28,1.21,1.75,122.61,112.83,135.0,18.0,8049.402281746031,12371.879695254169,13081.751097282347,13763.07792207792,16742.377470199513,18542.52046130952,24.1,180.75,1074.36,8.36,475.89,342.43,33.47,6.92,13.37,6.21,2.69,25.14,28.51,532.6,14.76,27.45,547.64,3.71,30.55,48.07,13.03
2019-07-01,7693.852307653692,15508.097112297572,108.87065365878958,90.74291325971808,17.594464031165007,32.78560206149691,0.0,132.60771076482365,134.7899458852812,152.3847478490856,115.62747682076484,201.8188540804368,1373.9,311.55,549914.8,100.34,0.44,1.75,123.59,113.75,134.0,28.0,8101.1879960317465,12380.472157479444,13073.431382275132,13670.627525252527,16722.539558487166,18488.528645833332,27.43,149.21,893.38,2.27,422.87,316.46,64.47,1.17,5.6,5.57,0.61,50.75,49.5,460.08,35.48,18.85,443.95,1.04,44.54,58.66,3.91
2019-08-01,7896.9918420601625,16034.967679300646,132.64166822392738,124.9046357685807,74.38635345730027,138.61185989735537,0.0,128.6821579334391,130.03457883732443,158.69252770584052,118.68037033453808,208.67542799220007,1421.78,275.77,448456.82,100.15,4.35,1.5,125.18,114.87,1817.0,894.0,8101.1879960317465,12380.472157479444,13073.431382275132,13670.627525252527,16722.539558487166,18488.528645833332,94.01,210.17,1020.04,122.89,625.85,320.09,134.56,58.59,74.83,19.69,0.82,374.22,949.38,665.96,71.17,123.93,275.68,47.99,316.76,213.65,717.22
2019-09-01,7827.129804321754,16562.477085938073,131.57455802183537,123.59317747907161,89.85997030049319,160.56236924506538,4.783858792622019,127.88517121321529,130.56823555523286,163.61760188004934,117.63044491015562,215.54031561789049,1037.54,318.28,578622.84,100.24,3.15,1.5,126.22,115.84,868.0,977.0,8049.402281746031,12371.879695254169,13081.751097282347,13763.07792207792,16742.377470199513,18542.52046130952,195.29,1714.18,2844.61,50.31,1036.18,729.56,972.64,127.73,97.41,8.4,152.63,9617.18,406.59,1968.52,72.77,113.4,437.25,120.79,267.75,608.67,442.73
2019-10-01,7921.009801974755,16290.684592732885,137.6530145585057,127.94336404934505,86.39411406223412,106.85823469613149,62.97073642498913,127.27100750579758,130.9806998070108,164.7349057317655,119.04132554816283,212.00326983276713,1101.56,345.64,606918.29,100.09,0.26,1.5,126.85,115.83,252.0,415.0,7972.162698412698,12117.572731790364,12973.68146494709,13738.285289115647,16632.773646140493,18344.613095238095,111.54,370.28,1061.48,3.64,687.34,330.13,326.47,4.43,1.63,3.24,43.68,1650.32,113.94,655.6,37.31,74.04,313.3,36.28,146.06,96.55,59.42
2019-11-01,7880.953842380922,14322.163713556727,288.2690524293155,335.40582069438176,616.930233115245,168.52610465841346,1371.042950103959,126.80710350407446,130.25023962427412,155.02918571014362,118.4393423862477,186.38538614323897,1140.52,362.02,577692.4,99.96,0.22,1.25,126.92,115.48,130.0,167.0,7962.936507936507,12015.870891963525,12959.016985907612,13615.53869047619,16580.284725980036,18299.613095238095,15.91,166.49,567.01,10.39,528.63,236.05,39.7,1.23,1.23,2.51,9.25,100.03,60.82,364.37,27.35,86.79,202.51,0.09,83.48,13.66,24.62
2019-12-01,7705.209743159676,13529.172882360903,167.45584160725406,171.87763622547308,88.85997193511007,131.92696676599266,33.34765497115511,128.9896729524751,131.8505101414944,149.70211989204313,115.79816265644239,176.06558354661183,1161.4,308.79,464503.79,99.97,-0.18,1.25,126.74,115.14,74.0,45.0,7967.549603174602,12066.721811876945,12966.349225427351,13676.911989795919,16606.529186060267,18322.113095238095,16.9,196.65,408.59,4.05,471.5,294.46,39.97,0.54,1.44,1.92,2.09,126.25,32.22,260.83,33.0,11.12,156.79,0.0,49.03,0.0,9.08
2020-01-01,7755.603844887922,13756.613724867726,152.72595315087275,156.97045569111052,22.826730912560105,38.97283158237192,3.8187845994043,134.31677891181263,136.9016953997844,152.21088509568486,116.55551314830062,179.02544702137803,1146.54,312.62,550317.77,100.13,-0.04,1.25,125.14,113.21,67.0,22.0,8001.388888888889,11997.357733371126,12984.477294200507,13462.010114885115,16499.539697392895,18226.59722222222,20.35,227.75,450.18,1.0,491.14,276.48,32.07,0.49,3.21,2.1,0.22,30.78,20.71,267.48,31.37,16.48,185.28,0.0,37.57,0.0,3.4
2020-02-01,8165.849795853755,13914.012152149697,129.41396574064333,122.40519741090294,44.52690064939611,82.97162352528036,0.0,137.07943261951155,140.70526298886116,157.3649230552072,122.72091667949736,181.07379441036366,1130.24,272.66,400184.05,100.05,-0.42,1.0,123.02,111.31,40.0,13.0,7965.972222222222,11770.074381141345,12942.974111330137,13583.846611721612,16365.092214097951,18231.128472222223,25.3,184.9,337.84,0.78,577.24,258.77,30.71,0.31,2.38,1.43,0.06,28.43,9.98,194.13,24.7,25.93,152.1,0.0,27.82,0.0,1.7
2020-03-01,8654.982283625443,13949.442151263944,107.69156051168602,94.62387416179766,59.668196252504345,111.18598069238126,0.0,140.50308471239248,146.035993553922,161.72921228726184,130.07187080891862,181.53487237302602,1348.66,354.26,520501.17,99.19,0.24,0.75,121.71,109.42,58.0,13.0,7962.579365079365,11764.495842781558,12939.344812388339,13576.497710622709,16360.374651567887,18214.605654761905,26.28,179.28,352.94,0.73,633.06,357.37,17.68,0.32,3.84,1.22,0.0,30.46,5.79,207.27,26.31,22.87,153.9,0.0,24.02,0.0,1.0
2020-04-01,9453.007263674817,14471.439638214011,97.67573232971809,79.49828074074983,52.63264627714522,98.0759057638513,0.0,133.34310417320623,137.61864265043653,171.5598813249693,142.06503251690438,188.32802912760883,1679.22,449.09,643877.7,97.17,-0.48,0.75,120.88,106.81,67.0,21.0,7970.763888888889,11774.106788548752,12940.644003276817,13432.613590890902,16413.918026853542,18247.836474867727,11.74,207.46,393.78,2.31,590.84,272.39,17.19,0.89,11.18,0.56,0.0,56.64,9.04,210.04,20.39,17.33,158.73,0.0,25.23,0.0,1.95
2020-05-01,9318.525813629483,14871.367702572645,106.82442058830581,87.21530375745925,20.5296958641369,38.25512603583322,0.0,128.24053558975027,131.6019312775932,173.4876113097725,140.04397074886512,193.53260213737306,1721.27,345.67,463780.44,97.18,-0.49,0.5,122.56,108.31,90.0,36.0,7978.0,11741.939129818595,12948.431701689515,13432.358488850086,16414.820203380717,18245.0,13.16,226.93,413.18,12.05,562.88,251.99,30.08,0.72,5.38,0.84,0.97,59.11,9.54,225.3,12.69,18.15,174.91,0.0,27.31,0.0,5.47
2020-06-01,9051.699773707505,14868.187128295322,99.59618632294925,82.2548810653583,12.13344133251025,22.60950822142547,0.0,130.5712733123069,133.9844431756726,170.72245191082382,136.03396113176294,193.49121086600567,988.16,246.63,344083.21,98.7,0.46,0.5,124.21,111.35,273.0,28.0,7970.763888888889,11659.647463151927,12941.278923911737,13432.613590890902,16388.203741139256,18243.66980820106,12.72,200.78,350.27,5.66,377.42,283.37,19.8,4.08,11.24,2.3,2.09,74.82,95.89,246.91,16.35,21.23,121.96,3.49,39.15,0.0,7.24
2020-07-01,8910.075821798482,14630.029707399406,107.66887828711589,88.33264613745074,6.1779835344137215,11.512081831137023,0.0,133.6461678443268,136.0890157575926,168.9116841033897,133.90555788696247,190.39188427371525,1153.95,259.43,409450.83,99.36,-0.35,0.5,122.55,110.43,334.0,91.0,7850.902777777777,11608.9219851577,12897.744807728646,13449.572102591037,16337.931584254547,18208.506944444445,12.95,179.5,376.49,10.16,422.07,264.75,55.26,3.26,36.79,2.89,0.16,101.57,133.66,349.41,25.4,28.0,46.98,11.73,109.41,0.06,6.89
2020-08-01,9297.294767567631,14408.609639784756,118.94786924375316,106.54731672390736,42.5084039502632,79.21034785226205,0.0,137.5913119447524,140.36609875926257,170.2244746904812,139.72489882127493,187.51037379613604,1139.23,237.91,364558.38,99.65,-0.51,0.5,122.21,110.34,2026.0,699.0,7818.263888888889,11561.7222930839,12885.770491372054,13432.613590890902,16350.235097812747,18197.10730820106,15.25,173.12,712.58,117.18,455.53,207.08,240.38,28.09,220.91,26.04,0.24,565.44,1007.84,665.54,46.88,178.07,60.06,63.8,427.99,169.47,451.55
2020-09-01,9418.932264526691,13237.592169060194,122.92096220140567,112.23038085880152,67.62649767683673,123.35628077442932,2.1351331020377176,139.98617925941534,143.9947615650318,165.72230503628614,141.5529345435331,172.27101835887896,1225.52,246.0,390257.58,99.54,-0.03,0.5,121.13,109.29,965.0,734.0,7862.123015873016,11574.693523242631,12904.326596105613,13458.05126596093,16372.15474066989,18269.97271825397,17.09,226.42,1153.34,26.98,406.07,132.97,460.76,7.59,206.04,25.91,97.25,994.12,426.88,767.79,102.88,101.53,207.07,67.06,219.03,416.93,190.01
2020-10-01,8803.865823922684,11715.483765690326,137.6716116426479,129.70735980777465,97.93244937928239,114.63136344391478,78.94479614121892,141.78575915208134,147.13333252655352,147.61322216808904,132.30937517166646,152.4626452535342,1092.22,276.3,445143.7,99.59,-0.63,0.5,121.23,109.29,396.0,484.0,7684.0,10724.0,12511.0,13475.0,15756.0,17436.0,94.74,1341.26,1988.38,10.18,381.79,747.93,1251.24,25.62,250.64,7.1,830.32,3572.12,184.13,1041.66,85.56,88.62,496.2,110.89,126.58,488.01,88.7
2020-11-01,8280.679792983005,10402.80723992982,329.3609656052895,391.6157101628005,746.0693163703414,269.47762568201364,1502.690621749786,140.27709082877774,145.60613671410428,133.18456741221732,124.44664552123544,135.37977104344193,1282.34,422.41,721779.43,99.55,-2.2,0.5,123.03,110.88,164.0,347.0,7768.0,10838.0,12472.0,13316.0,16060.0,17308.0,16.7,274.68,760.53,33.67,290.17,170.83,258.42,7.4,54.27,2.63,1501.91,3568.84,73.88,616.77,26.76,54.17,90.69,11.39,76.15,240.48,23.14
2020-12-01,8408.122289796942,11185.19722037007,163.87314509201752,167.29271946121833,99.3713516021134,139.3432922522465,39.58112196644855,145.40668835353463,152.69662626137335,138.04197973595052,126.36192199875177,145.5616165756868,1356.34,308.41,480103.72,99.7,-0.82,0.5,123.17,110.96,92.0,34.0,7507.0,10822.0,12412.0,13126.0,15251.0,17406.0,6.49,204.81,362.69,7.46,281.33,184.08,56.46,1.05,4.5,1.24,313.12,676.18,41.34,365.2,31.29,18.19,31.51,0.0,47.71,55.03,5.14
2021-01-01,9001.0,11812.289704692757,148.7874738113536,152.4394817902561,18.883728289033456,32.486201266454074,2.982110796842933,144.7460735266626,151.13983343167533,143.0483723903321,135.27201683198078,153.7224557600185,1337.16,276.47,452075.98,99.79,-1.53,0.5,123.03,110.01,69.0,17.0,8246.0,10592.0,12192.0,12776.0,15446.0,17132.0,9.68,229.26,400.12,0.44,308.0,275.81,44.06,0.6,4.83,1.51,13.37,45.16,26.52,348.84,43.0,11.42,77.97,0.0,37.08,0.0,4.68
2021-02-01,9148.0,11862.289703442757,135.9982528624313,132.31118532311874,29.60797940172749,55.17163971523148,0.0,148.91808708509058,156.9111578896826,144.38497857357257,137.48121430718365,154.3731443892344,1399.81,269.15,427957.63,98.88,-1.72,0.5,123.48,109.32,85.0,11.0,7257.0,11391.0,12151.0,12860.0,14506.0,15367.0,11.05,197.54,354.17,0.65,285.04,178.64,42.77,0.48,6.16,2.39,5.18,28.93,20.27,282.03,38.44,20.77,89.3,0.0,31.09,0.0,7.41
2021-03-01,9312.367813752642,11822.975763540484,113.6382249230204,103.4211682558136,73.21416101565237,136.42759131927932,0.0,156.77961442410103,167.5373975372252,145.19293600561562,139.95142491362552,153.86152170316208,1459.43,225.46,323746.47,99.11,-0.64,0.5,121.86,107.87,103.0,9.0,7409.0,10980.0,12323.0,12830.0,15207.0,17189.0,13.84,219.85,426.12,0.2,309.99,224.34,41.83,0.5,9.04,1.0,4.97,37.9,13.32,366.41,43.18,22.08,83.64,0.0,24.09,0.0,6.64
